company_id,category_code,status,country_code,state_code,city,region,valuation_amount,valuation_currency_code,raised_amount,raised_currency_code,public_at,stock_symbol,acquired_at,b_funded_at,b_raised_amount_usd,b_pre_money_valuation_usd,b_post_money_valuation_usd,b_participants,angel_funded_at,angel_raised_amount_usd,angel_pre_money_valuation_usd,angel_post_money_valuation_usd,angel_participants,a_funded_at,a_raised_amount_usd,a_pre_money_valuation_usd,a_post_money_valuation_usd,a_participants,seed_funded_at,seed_raised_amount_usd,seed_pre_money_valuation_usd,seed_post_money_valuation_usd,seed_participants,c_funded_at,c_raised_amount_usd,c_pre_money_valuation_usd,c_post_money_valuation_usd,c_participants,d_funded_at,d_raised_amount_usd,d_pre_money_valuation_usd,d_post_money_valuation_usd,d_participants,unattributed_funded_at,unattributed_raised_amount_usd,unattributed_pre_money_valuation_usd,unattributed_post_money_valuation_usd,unattributed_participants,debt_round_funded_at,debt_round_raised_amount_usd,debt_round_pre_money_valuation_usd,debt_round_post_money_valuation_usd,debt_round_participants,e_funded_at,e_raised_amount_usd,e_pre_money_valuation_usd,e_post_money_valuation_usd,e_participants,f_funded_at,f_raised_amount_usd,f_pre_money_valuation_usd,f_post_money_valuation_usd,f_participants,private_equity_funded_at,private_equity_raised_amount_usd,private_equity_pre_money_valuation_usd,private_equity_post_money_valuation_usd,private_equity_participants,grant_funded_at,grant_raised_amount_usd,grant_pre_money_valuation_usd,grant_post_money_valuation_usd,grant_participants,post_ipo_equity_funded_at,post_ipo_equity_raised_amount_usd,post_ipo_equity_pre_money_valuation_usd,post_ipo_equity_post_money_valuation_usd,post_ipo_equity_participants,post_ipo_debt_funded_at,post_ipo_debt_raised_amount_usd,post_ipo_debt_pre_money_valuation_usd,post_ipo_debt_post_money_valuation_usd,post_ipo_debt_participants,partial_funded_at,partial_raised_amount_usd,partial_pre_money_valuation_usd,partial_post_money_valuation_usd,partial_participants,convertible_funded_at,convertible_raised_amount_usd,convertible_pre_money_valuation_usd,convertible_post_money_valuation_usd,convertible_participants,crowd_funded_at,crowd_raised_amount_usd,crowd_pre_money_valuation_usd,crowd_post_money_valuation_usd,crowd_participants,g_funded_at,g_raised_amount_usd,g_pre_money_valuation_usd,g_post_money_valuation_usd,g_participants,secondary_market_funded_at,secondary_market_raised_amount_usd,secondary_market_pre_money_valuation_usd,secondary_market_post_money_valuation_usd,secondary_market_participants,crowd_equity_funded_at,crowd_equity_raised_amount_usd,crowd_equity_pre_money_valuation_usd,crowd_equity_post_money_valuation_usd,crowd_equity_participants,ipo,is_acquired,is_closed,age,mba_degree,phd_degree,ms_degree,other_degree
c:4099,web,operating,USA,NY,New York,New York,,,,,,,,2009-05-01,3000000.0,,,2.0,,,,,,2008-02-01,1900000.0,,,2.0,,,,,,2010-10-13,7400000.0,,,2.0,2012-04-19,10000000.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2922.0,3,2,2,8
c:4143,software,acquired,USA,CA,Menlo Park,SF Bay,,,,,,,2010-04-29,,,,,,,,,,,,,,,,,,,,,2007-06-20,27300000.0,,,4.0,,,,,,2005-12-07,10000000.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,6575.0,3,1,3,8
c:4175,games_video,ipo,USA,PA,Philadelphia,Philadelphia,,USD,,,,NASDAQ:CMCSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-08,725000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,18628.0,25,1,7,101
c:4209,web,ipo,USA,IN,Indianapolis,Indianapolis,,USD,,USD,2011-11-25,NASDAQ:ANGI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-12-01,2500000.0,,,1.0,2011-09-15,15000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,6940.0,7,1,3,17
c:4304,semiconductor,ipo,USA,TX,Dallas,Dallas,,USD,,USD,1978-01-13,NASDAQ:TXN,,2005-08-01,10000000.0,,,1.0,,,,,,,,,,,,,,,,2007-05-14,10000000.0,,,2.0,,,,,,2009-07-23,5500000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,30681.0,42,9,36,128
c:4359,advertising,operating,USA,NY,New York,New York,,,,,,,,2003-11-17,8000000.0,,,7.0,,,,,,,,,,,,,,,,2008-04-14,25000000.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,5083.0,4,1,2,12
c:4393,advertising,operating,USA,NY,New York,New York,,,,,,,,2010-11-15,4700000.0,,,2.0,,,,,,2008-01-01,,,,1.0,,,,,,2013-07-22,7000000.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,3653.0,3,1,2,21
c:4537,web,operating,CAN,,Edmonton,Edmonton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-02-01,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,3984.0,1,1,2,5
c:4589,software,operating,USA,CA,Palo Alto,SF Bay,,,,,,,,2011-03-01,3000000.0,,,1.0,,,,,,2009-06-25,1500000.0,,,1.0,2008-06-01,500000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,3287.0,1,1,1,19
c:4622,web,acquired,USA,CA,San Francisco,SF Bay,,,,,,,2010-02-11,,,,,,2007-01-01,750000.0,,,2.0,2008-10-01,5250000.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,2376.0,4,3,6,23
c:4781,music,operating,LUX,,Luxembourg,Luxembourg,,,,,,,,2009-08-04,50000000.0,,,3.0,,,,,,2008-10-01,21640000.0,,,4.0,,,,,,2010-02-01,16139080.0,,,2.0,2011-06-17,100000000.0,,,3.0,,,,,,,,,,,2012-11-15,100000000.0,,,4.0,2013-11-21,250000000.0,,4000000000.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-01,,,,1.0,,,,,,False,False,False,2922.0,1,1,6,14
c:4800,semiconductor,operating,USA,CA,San Jose,SF Bay,,,,,,,,2007-01-01,11000000.0,,,3.0,,,,,,2004-01-01,8000000.0,,,0.0,,,,,,2008-04-28,19000000.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,4018.0,4,1,2,7
c:4825,public_relations,ipo,,,,unknown,,USD,,,1994-09-23,NASDAQ:SIRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-02-01,530000000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,3,1,2,9
c:4830,ecommerce,operating,CAN,,"Vancouver, BC",Vancouver,,,,,,,,2013-03-20,13000000.0,,,3.0,,,,,,2011-03-29,4000000.0,,,2.0,,,,,,,,,,,,,,,,2006-01-01,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2498.0,1,1,1,1
c:4843,mobile,ipo,USA,NY,New York,New York,,USD,,USD,,NASDAQ:VZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-03-05,3835050000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,38,1,17,103
c:4876,web,operating,GBR,,London,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-05-01,10000000.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,4018.0,1,1,1,10
c:4942,network_hosting,ipo,USA,CO,Broomfield,Denver,14000000000.0,USD,,,1998-04-01,LVLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-03-02,13700000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,10592.0,9,1,6,50
c:4947,health,operating,USA,MA,Cambridge,Boston,,,,,,,,,,,,,,,,,,2007-02-05,5000000.0,,,1.0,,,,,,,,,,,,,,,,2012-08-08,2000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-06-19,12000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,3653.0,8,2,6,15
c:4986,games_video,operating,ISR,,Tel Aviv,Tel Aviv,,,,,,,,2011-01-05,5000000.0,,,2.0,,,,,,2009-12-15,1600000.0,,,1.0,2008-01-01,1500000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2192.0,1,3,4,10
c:4999,enterprise,acquired,USA,CA,Sunnyvale,SF Bay,450000000.0,USD,150000000.0,USD,2001-03-09,NASDAQ:LDCL,2007-07-23,2000-06-27,120000000.0,,,5.0,,,,,,1999-11-01,21000000.0,,,2.0,,,,,,,,,,,,,,,,,,,,,2000-01-01,45000000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,5236.0,5,1,4,24
c:5000,software,acquired,USA,CA,Mountain View,SF Bay,,,,,,,1998-11-28,,,,,,,,,,,,,,,,,,,,,1995-04-01,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,7212.0,27,7,23,119
c:5032,hardware,acquired,ISR,,Tel-Aviv,Tel Aviv,,,,,,,2013-07-18,2008-05-06,20400000.0,,,3.0,,,,,,2006-08-08,9000000.0,,,2.0,,,,,,,,,,,,,,,,2011-01-12,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,3167.0,5,2,7,25
c:5085,enterprise,operating,USA,CA,San Mateo,SF Bay,,,,,,,,2010-10-29,10000000.0,,,1.0,,,,,,2009-10-29,2300000.0,,,4.0,,,,,,2012-09-19,20000000.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2922.0,4,1,3,9
c:5147,advertising,operating,BGD,,Dhaka,Dhaka,,,,,,,,2013-03-19,15000000.0,,,4.0,,,,,,2011-11-30,4000000.0,,,3.0,2010-09-07,1000000.0,,,2.0,,,,,,,,,,,,,,,,2012-10-16,1750000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2192.0,2,1,1,9
c:5208,hardware,ipo,USA,CA,Santa Clara,SF Bay,,USD,,USD,1999-01-29,NASDAQ:NVDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01,,,,1.0,,,,,,,,,,,,,,,,2010-08-09,25000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,7670.0,10,5,7,39
c:5293,cleantech,acquired,USA,UT,OGDEN,Salt Lake City,,,,,,,2013-11-21,2008-02-12,50000000.0,,,7.0,2006-01-01,3500000.0,,,0.0,2007-06-01,9500000.0,,,3.0,,,,,,,,,,,,,,,,2011-11-08,4000000.0,,,0.0,2011-05-09,32059830.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-06,14136651.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,10592.0,4,1,1,24
c:5376,mobile,operating,USA,CA,San Francisco,SF Bay,,,,,,,,2010-04-06,6000000.0,,,3.0,,,,,,2008-01-01,2700000.0,,,1.0,,,,,,2011-09-21,10000000.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2192.0,5,1,2,14
c:5389,manufacturing,operating,USA,MA,Chevy Chase,Chevy Chase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-11-14,,,,1.0,2011-05-09,3830569.0,,,0.0,,,,,,,,,,,2013-01-01,20000000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,3653.0,1,4,2,13
c:5484,enterprise,operating,USA,CA,Santa Clara,SF Bay,,,,,,,,2007-06-06,7000000.0,,,1.0,,,,,,2005-01-01,1100000.0,,,0.0,,,,,,2009-09-18,8000000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,3348.0,2,9,2,13
c:5488,semiconductor,operating,USA,CA,Milpitas,SF Bay,,,,,,,,2008-02-15,26000000.0,,,4.0,,,,,,2005-09-27,12000000.0,,,2.0,,,,,,,,,,,2013-07-11,4427813.0,,,3.0,,,,,,,,,,,2011-06-06,21000000.0,,,6.0,2012-05-14,35000000.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,3653.0,2,1,2,6
c:5508,advertising,operating,USA,NY,New York,New York,,,,,,,,2010-12-13,17000000.0,,,3.0,,,,,,2008-08-14,9000000.0,,,4.0,,,,,,,,,,,,,,,,,,,,,2008-05-01,2000000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2192.0,6,1,4,24
c:5585,analytics,acquired,USA,CA,San Carlos,SF Bay,,,,,,,2011-03-03,2009-02-25,17000000.0,,,5.0,2005-11-01,1000000.0,,,5.0,2007-05-01,5000000.0,,,3.0,,,,,,2010-09-22,30000000.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,3106.0,3,2,8,11
c:5611,hardware,operating,USA,CA,Saratoga,SF Bay,,,,,,,,2008-01-01,6000000.0,,,1.0,,,,,,,,,,,,,,,,2008-10-28,,,,1.0,2009-08-10,8400000.0,,,1.0,2011-08-12,8000000.0,,,2.0,,,,,,2012-07-25,45000000.0,,,4.0,2013-05-29,60000000.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,4110.0,11,1,1,29
c:5621,enterprise,operating,USA,CA,Foster City,SF Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-08-30,3000001.0,,,0.0,2012-10-09,5750000.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,4383.0,4,2,2,8
c:5674,enterprise,operating,USA,CA,San Mateo,SF Bay,,,,,,,,2012-06-21,5600000.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,5479.0,9,3,11,28
c:5824,news,operating,USA,CA,San Francisco,SF Bay,,,,,,,,2011-11-23,20000000.0,,,0.0,,,,,,2005-09-12,7000000.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,2,1,1,15
c:5924,mobile,acquired,CAN,,Kanata,Kanata,,,,,,,2012-04-03,,,,,,,,,,,2004-03-23,2000000.0,,,1.0,,,,,,2005-10-26,20000000.0,,,6.0,2006-10-02,21400000.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,4383.0,1,1,3,5
c:5990,software,acquired,USA,CA,Palo Alto,SF Bay,,,,,,,2004-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-07-09,218500000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,5844.0,33,7,34,143
c:6104,hardware,operating,USA,CA,Palo Alto,SF Bay,,,,,,,,,,,,,,,,,,2006-03-30,12550000.0,,,3.0,,,,,,2009-09-13,7500000.0,,,3.0,2010-05-25,10778000.0,,,3.0,2012-04-01,5961900.0,,,2.0,2009-06-25,750000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,3653.0,1,1,3,1
c:6158,web,operating,USA,CA,Palo Alto,SF Bay,,,,,,,,2009-04-13,15500000.0,,,3.0,,,,,,2007-07-01,3000000.0,,,1.0,,,,,,2011-02-14,9600000.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2922.0,4,1,4,14
c:6172,,closed,USA,NY,New York,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-31,48000000.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,,3,1,3,34
c:6384,ecommerce,operating,USA,LA,New Orleans,New Orleans,,,,,,,,2009-02-26,7750000.0,,,2.0,,,,,,2007-10-01,5000000.0,,,2.0,,,,,,2010-01-27,17000000.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,2013-06-24,10000000.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2467.0,5,3,3,13
c:6386,mobile,operating,USA,NY,New York City,New York,,,,,,,,2009-06-26,6000000.0,,,1.0,,,,,,2008-04-01,3000000.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,3898.0,7,2,3,17
c:6658,games_video,operating,SWE,,Stockholm,Stockholm,,,,,,,,2006-06-27,6000000.0,,,2.0,,,,,,2006-02-01,4000000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,3541.0,3,1,7,5
c:6752,cleantech,operating,USA,CA,,California - Other,,,,,,,,2008-06-10,20000000.0,,,3.0,,,,,,2007-01-24,5000000.0,,,3.0,,,,,,2010-03-17,15000000.0,,,3.0,,,,,,2011-08-19,22000000.0,,,0.0,,,,,,,,,,,,,,,,2012-07-01,20000000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2557.0,3,3,3,21
c:6757,security,operating,USA,CA,Campbell,SF Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-01-09,40000000.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,4018.0,7,1,6,23
c:6900,consulting,operating,CAN,,Vancouver,Vancouver,,,,,,,,,,,,,,,,,,,,,,,2008-12-20,285322.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2183.0,3,3,2,11
c:6922,advertising,operating,USA,MD,Baltimore,Baltimore,,,,,,,,2010-02-16,16000000.0,,,2.0,,,,,,2008-02-26,15000000.0,,,3.0,,,,,,2011-03-31,30000000.0,,,2.0,2013-05-28,60000000.0,,,5.0,,,,,,,,,,,,,,,,,,,,,2012-08-20,13191580.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2557.0,8,1,2,26
c:6931,advertising,operating,USA,CA,San Francisco,SF Bay,,,,,,,,2002-09-16,8000000.0,,,4.0,,,,,,1999-07-14,2000000.0,,,0.0,,,,,,2008-02-15,14500000.0,,,6.0,2008-10-20,10000000.0,,92000000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,5285.0,6,1,1,20
c:7005,software,operating,USA,CA,Santa Clara,SF Bay,,,,,,,,,,,,,2005-01-01,1500000.0,,,1.0,2008-01-01,5000000.0,,,2.0,,,,,,,,,,,,,,,,2012-10-01,1385000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2954.0,3,2,2,10
c:7060,hardware,ipo,USA,AL,Norwalk,Norwalk,,USD,,USD,2012-01-01,NYSE:XRX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-03-15,1100000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,39447.0,33,10,18,118
c:7100,semiconductor,operating,USA,TX,Austin,Austin,,,,,,,,2005-10-25,20000000.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,2012-06-05,6000000.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,3928.0,4,1,3,6
c:7139,mobile,acquired,DEU,,Munich,Munich,,,,,,,2010-09-16,,,,,,,,,,,2009-07-16,1500000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,2431.0,1,1,1,7
c:7193,web,acquired,USA,NY,New York,New York,,,,,,,2011-02-02,,,,,,,,,,,2007-01-17,6000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,4018.0,1,2,5,20
c:7199,mobile,operating,USA,CA,San Jose,SF Bay,,,,,,,,,,,,,,,,,,2008-02-26,6000000.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,5844.0,1,1,1,11
c:7201,enterprise,operating,USA,CA,Irvine,Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-02-28,48000000.0,,,6.0,,,,,,2010-05-17,20142876.0,,,0.0,2013-11-12,5000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-27,20488081.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,3287.0,2,4,4,11
c:7207,enterprise,closed,USA,NC,Raleigh,Raleigh-Durham,,,,,,,,2007-01-24,9100000.0,,,3.0,,,,,,2006-01-24,6400000.0,,,2.0,,,,,,2008-06-24,10000000.0,,,3.0,2010-10-22,7000000.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,3197.0,1,1,1,2
c:7286,mobile,operating,USA,CA,Santa Clara,SF Bay,,,,,,,,2005-12-14,7000000.0,,,1.0,,,,,,,,,,,,,,,,2007-07-30,7800000.0,,,2.0,2008-06-25,10000000.0,,,2.0,2012-04-01,1111000.0,,,2.0,2011-08-31,1599838.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-04,2932199.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,5479.0,11,1,6,22
c:7287,enterprise,operating,USA,CA,Santa Barbara,Santa Barbara,,,,,,,,2008-12-08,13000000.0,,,2.0,,,,,,2008-04-24,4500000.0,,,1.0,,,,,,2010-09-22,25000000.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2922.0,1,1,1,3
c:7447,cleantech,operating,USA,GA,Tucker,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-08-21,16000000.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,4018.0,7,2,1,19
c:7576,security,ipo,USA,MA,Waltham,Boston,,USD,,,,NYSE:RTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-01-14,3000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,33416.0,12,2,27,124
c:7755,software,operating,CAN,,Montreal,Montreal,,,,,,,,,,,,,,,,,,2010-08-03,1270000.0,,,4.0,2009-10-27,875000.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2467.0,5,1,3,17
c:7814,hardware,operating,USA,CA,Newark,SF Bay,,,,,,,,,,,,,,,,,,2013-08-13,14000000.0,,,0.0,,,,,,,,,,,2012-04-19,12200000.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,3287.0,2,1,1,4
c:7831,mobile,operating,IND,,Mumbai,Mumbai,,,,,,,,2006-12-22,10000000.0,,,3.0,,,,,,,,,,,,,,,,2008-10-14,11000000.0,,,2.0,2010-03-02,12000000.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,3501.0,3,2,1,25
