company_id,category_code,status,country_code,state_code,city,region,valuation_amount,valuation_currency_code,raised_amount,raised_currency_code,public_at,stock_symbol,acquired_at,b_funded_at,b_raised_amount_usd,b_pre_money_valuation_usd,b_post_money_valuation_usd,b_participants,angel_funded_at,angel_raised_amount_usd,angel_pre_money_valuation_usd,angel_post_money_valuation_usd,angel_participants,a_funded_at,a_raised_amount_usd,a_pre_money_valuation_usd,a_post_money_valuation_usd,a_participants,seed_funded_at,seed_raised_amount_usd,seed_pre_money_valuation_usd,seed_post_money_valuation_usd,seed_participants,c_funded_at,c_raised_amount_usd,c_pre_money_valuation_usd,c_post_money_valuation_usd,c_participants,d_funded_at,d_raised_amount_usd,d_pre_money_valuation_usd,d_post_money_valuation_usd,d_participants,unattributed_funded_at,unattributed_raised_amount_usd,unattributed_pre_money_valuation_usd,unattributed_post_money_valuation_usd,unattributed_participants,debt_round_funded_at,debt_round_raised_amount_usd,debt_round_pre_money_valuation_usd,debt_round_post_money_valuation_usd,debt_round_participants,e_funded_at,e_raised_amount_usd,e_pre_money_valuation_usd,e_post_money_valuation_usd,e_participants,f_funded_at,f_raised_amount_usd,f_pre_money_valuation_usd,f_post_money_valuation_usd,f_participants,private_equity_funded_at,private_equity_raised_amount_usd,private_equity_pre_money_valuation_usd,private_equity_post_money_valuation_usd,private_equity_participants,grant_funded_at,grant_raised_amount_usd,grant_pre_money_valuation_usd,grant_post_money_valuation_usd,grant_participants,post_ipo_equity_funded_at,post_ipo_equity_raised_amount_usd,post_ipo_equity_pre_money_valuation_usd,post_ipo_equity_post_money_valuation_usd,post_ipo_equity_participants,post_ipo_debt_funded_at,post_ipo_debt_raised_amount_usd,post_ipo_debt_pre_money_valuation_usd,post_ipo_debt_post_money_valuation_usd,post_ipo_debt_participants,partial_funded_at,partial_raised_amount_usd,partial_pre_money_valuation_usd,partial_post_money_valuation_usd,partial_participants,convertible_funded_at,convertible_raised_amount_usd,convertible_pre_money_valuation_usd,convertible_post_money_valuation_usd,convertible_participants,crowd_funded_at,crowd_raised_amount_usd,crowd_pre_money_valuation_usd,crowd_post_money_valuation_usd,crowd_participants,g_funded_at,g_raised_amount_usd,g_pre_money_valuation_usd,g_post_money_valuation_usd,g_participants,secondary_market_funded_at,secondary_market_raised_amount_usd,secondary_market_pre_money_valuation_usd,secondary_market_post_money_valuation_usd,secondary_market_participants,crowd_equity_funded_at,crowd_equity_raised_amount_usd,crowd_equity_pre_money_valuation_usd,crowd_equity_post_money_valuation_usd,crowd_equity_participants,ipo,is_acquired,is_closed,age,mba_degree,phd_degree,ms_degree,other_degree
c:28063,software,operating,CAN,,Ottawa Ontario,Ottawa Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-24,10000000.0,,,3.0,,,,,,2012-02-01,23000000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-12-04,20999999.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,5114.0,4,1,1,29
c:28122,biotech,operating,USA,CA,San Mateo,SF Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-06-21,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,6575.0,1,1,1,4
c:28302,advertising,operating,USA,NY,New York,New York,,,,,,,,2011-11-08,20000000.0,,,2.0,,,,,,2009-07-20,8000000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,12,1,5,39
c:28317,cleantech,operating,USA,CA,Sunnyvale,SF Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-01,100000000.0,,,1.0,,,,,,,,,,,,,,,,2013-05-10,130000000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,4383.0,8,5,7,24
c:28360,biotech,ipo,USA,MA,Cambridge,Boston,,USD,,,2010-03-11,AVEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-31,7499997.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,731.0,7,7,3,16
c:28369,biotech,operating,USA,MA,Cambridge,Boston,,,,,,,,2008-01-03,8100000.0,,,5.0,,,,,,2007-05-23,12100000.0,,,3.0,,,,,,2010-11-15,24000000.0,,,5.0,2011-12-15,15000000.0,,,5.0,2010-10-14,1500000.0,,,0.0,,,,,,,,,,,,,,,,2012-12-14,13000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2922.0,2,5,1,15
c:28382,enterprise,operating,USA,CA,Mountain View,SF Bay,,,,,,,,,,,,,,,,,,2011-09-01,3000000.0,,,9.0,2010-04-02,1200000.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,1706.0,1,1,2,15
c:28409,cleantech,operating,USA,OR,Corvallis,Corvallis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-03-31,2649900.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,1,1,1,2
c:28434,security,operating,USA,CA,San Jose,SF Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-04-21,3100048.0,,,0.0,2011-08-08,750000.0,,,0.0,2012-06-15,7655639.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,4018.0,3,2,3,9
c:28482,cleantech,acquired,USA,CA,Fremont,SF Bay,,,,,,,2013-07-09,2010-10-13,15000000.0,,,3.0,,,,,,2008-10-03,4000000.0,,,2.0,,,,,,2012-05-30,11750000.0,,,3.0,,,,,,2011-06-02,3500000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,2192.0,3,1,4,10
c:28513,cleantech,operating,USA,MI,Allen park,Detroit,,,,,,,,2010-07-12,23500000.0,,,2.0,,,,,,,,,,,,,,,,2012-07-10,32500000.0,,,3.0,,,,,,2008-01-11,2750000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,1096.0,4,2,6,11
c:28573,legal,operating,USA,CO,Golden,Denver,,,,,,,,2011-10-11,7300000.0,,,0.0,,,,,,2009-11-01,8000000.0,,,2.0,,,,,,,,,,,,,,,,2010-12-16,330000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-11,350000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2557.0,2,1,1,7
c:28658,games_video,operating,USA,CA,Redwood City,SF Bay,,,,,,,,2011-06-14,4000000.0,,,2.0,,,,,,2009-08-14,2200000.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,3215.0,2,1,2,12
c:29365,software,operating,USA,CA,Menlo Park,SF Bay,,,,,,,,2009-08-10,5000000.0,,,2.0,,,,,,2006-04-18,5000000.0,,,2.0,,,,,,2010-06-07,7000000.0,,,1.0,2013-01-08,16000000.0,,,3.0,2010-09-21,6000000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2922.0,2,1,3,20
c:29367,biotech,acquired,USA,MI,Ann Arbor,Detroit,,,,,,,2011-03-18,2007-09-01,100000.0,,,0.0,,,,,,2005-03-01,805000.0,,,0.0,,,,,,2008-07-08,13000000.0,,,0.0,2009-08-10,4000000.0,,,5.0,2005-09-01,1750000.0,,,0.0,,,,,,2010-10-19,6000000.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,,2,1,1,3
c:29383,software,operating,USA,CA,Mountain View,SF Bay,,,,,,,,2010-10-26,10000000.0,,,4.0,,,,,,2009-08-11,7000000.0,,,2.0,,,,,,2013-08-26,,,,1.0,,,,,,2010-01-01,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2192.0,7,2,2,12
c:29408,software,acquired,USA,CA,Sunnyvale,SF Bay,,,,,,,2010-10-19,2005-09-20,10300000.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,6209.0,1,1,1,3
c:29414,semiconductor,ipo,USA,CA,San Jose,SF Bay,,USD,,,,NASDAQ: CAVM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-03-14,34999964.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,4779.0,6,1,6,21
c:29609,biotech,ipo,USA,CA,Menlo Park,SF Bay,200000000.0,USD,,,,NASDAQ:PACB,,,,,,,,,,,,,,,,,,,,,,2005-08-31,7720000.0,,,3.0,2007-01-15,50000000.0,,,4.0,,,,,,2013-02-11,20500000.0,,,0.0,2009-10-01,68000000.0,,,14.0,2010-07-14,109000000.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,1,2,2,9
c:29618,social,acquired,USA,CA,Mountain View,SF Bay,,,,,,,2013-08-01,2011-06-29,30000000.0,,,5.0,,,,,,2009-09-01,8200000.0,,,5.0,2009-02-19,1675000.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,1826.0,1,1,1,9
c:29670,mobile,operating,USA,CA,Milpitas,SF Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-08-13,7500000.0,,,1.0,2011-04-08,3500000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,3,1,1,8
c:29740,network_hosting,acquired,USA,CA,San Jose,SF Bay,,,,,,,2011-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-10-03,30608728.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,9862.0,2,2,9,23
c:29778,advertising,ipo,USA,CA,Redwood City,SF Bay,,USD,116000000.0,USD,2013-08-19,NYSE: FUEL,,2010-09-22,10000000.0,,,4.0,,,,,,2008-08-01,6800000.0,,,5.0,,,,,,2011-04-04,6600000.0,,,5.0,,,,,,2012-06-28,50000000.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,2132.0,2,1,3,21
c:30024,software,operating,CAN,,Vancouver,Vancouver,,,,,,,,2008-12-16,1850000.0,,,3.0,,,,,,2007-05-03,3300000.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,4383.0,2,1,1,3
c:30072,software,operating,FRA,,Boulogne,Boulogne,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-14,4004700.0,,,2.0,,,,,,2012-04-01,1335600.0,,,1.0,,,,,,,,,,,,,,,,2013-09-12,19299000.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2557.0,1,1,3,7
c:30160,education,operating,IND,,Gurgaon,Gurgaon,,,,,,,,,,,,,,,,,,2011-11-09,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,1,1,2,4
c:30178,advertising,operating,USA,CA,Fremont,SF Bay,,,,,,,,2012-12-13,3391862.0,,,1.0,,,,,,2009-10-12,4000000.0,,,1.0,2008-09-15,500000.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2132.0,1,1,1,3
c:30198,mobile,operating,USA,CA,Santa Clara,SF Bay,,,,,,,,2008-12-04,12000000.0,,,4.0,,,,,,,,,,,,,,,,2013-06-14,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,4018.0,3,2,6,11
c:30229,nanotech,operating,USA,RI,Providence,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-08-06,,,,1.0,,,,,,2011-10-18,17000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,4383.0,9,2,3,9
c:30230,cleantech,ipo,USA,CA,Emeryville,SF Bay,,USD,,,,NASDAQ:AMRS,,2008-08-14,21000000.0,,,4.0,,,,,,2006-10-12,20000000.0,,,3.0,,,,,,2009-10-01,41750000.0,,,4.0,2010-07-12,47800000.0,,,1.0,2012-02-27,83700000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,2009-12-01,24300000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,1,3,1,4
c:30234,biotech,operating,USA,CA,Mountain View,SF Bay,,,,,,,,,,,,,,,,,,2006-03-28,6000000.0,,,2.0,,,,,,,,,,,2009-08-24,45000000.0,,,6.0,,,,,,,,,,,2010-08-19,39000000.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2557.0,2,10,1,17
c:30252,cleantech,operating,USA,CA,Pasadena,Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-08,8000000.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,2,1,2,3
c:30260,cleantech,operating,USA,CA,Mountain View,SF Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-10-20,25000000.0,,,6.0,2011-05-02,20000000.0,,,5.0,2012-04-01,2916000.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,3287.0,5,3,3,15
c:30491,cleantech,operating,CAN,,"Montreal, QB",Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-07-28,30585016.0,,,5.0,2013-06-20,48690584.0,,,5.0,2011-06-01,60000000.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,5114.0,4,1,3,12
c:30492,cleantech,operating,USA,TX,Kyle,Austin,,,,,,,,2009-11-16,2000000.0,,,0.0,,,,,,,,,,,,,,,,2010-07-27,29500000.0,,,3.0,2012-05-25,10000000.0,,,1.0,,,,,,2013-11-25,1050000.0,,,0.0,,,,,,,,,,,,,,,,2007-01-01,2000000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,3653.0,3,3,1,14
c:30527,semiconductor,acquired,USA,MA,North Billerica,Boston,,,,,,,2008-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-08-04,26000000.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,5114.0,1,1,1,2
c:30556,cleantech,operating,USA,CA,Hayward,SF Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-06-08,15000000.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2557.0,2,3,6,11
c:30695,biotech,operating,USA,MA,Bedford,Boston,,,,,,,,2009-10-21,20000000.0,,,2.0,,,,,,,,,,,,,,,,2011-01-13,15000000.0,,,0.0,2012-09-13,17000000.0,,,1.0,,,,,,2012-07-03,3100000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2557.0,4,2,2,8
c:30824,cleantech,operating,USA,CA,Fremont,SF Bay,,,,,,,,2011-11-29,88600000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2008-02-01,5000000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2192.0,7,6,4,17
c:31005,software,closed,USA,CA,Menlo Park,SF Bay,,,,,,,,,,,,,,,,,,,,,,,2007-10-01,250000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,2338.0,1,1,1,4
c:31123,software,operating,USA,CA,Santa Clara,SF Bay,,,,,,,,2012-12-19,9000000.0,,,1.0,,,,,,2009-09-02,8100000.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-01,12000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,3653.0,5,1,4,18
c:31137,biotech,operating,USA,CA,South San Francisco,SF Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-11-19,7500000.0,,,8.0,2011-01-21,5003214.0,,,0.0,2007-01-10,17000000.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,5479.0,8,2,3,24
c:31143,manufacturing,operating,USA,MA,Boston,Boston,,,,,,,,2010-11-30,20000000.0,,,4.0,,,,,,2009-08-21,12000000.0,,,2.0,,,,,,2012-06-19,30000000.0,,,5.0,2013-11-01,11500002.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2192.0,6,1,3,9
c:31146,software,operating,USA,CA,Carlsbad,San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-02-15,2576426.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,4383.0,5,1,8,12
c:31291,biotech,operating,USA,CA,San Francisco,SF Bay,,,,,,,,,,,,,,,,,,2007-03-16,36000000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,4,1,4,13
c:31293,biotech,operating,USA,CA,San Carlos,SF Bay,,,,,,,,,,,,,,,,,,2009-09-15,21500000.0,,,6.0,,,,,,,,,,,,,,,,2011-03-10,26500000.0,,,0.0,2011-10-21,6006000.0,,,0.0,,,,,,,,,,,2013-05-14,70000000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,3287.0,6,8,2,20
c:31358,software,operating,USA,CA,San Francisco,SF Bay,,,,,,,,,,,,,,,,,,,,,,,2009-11-17,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,1675.0,1,1,3,4
c:31385,biotech,acquired,USA,CA,Redwood City,SF Bay,,,,,,,2008-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-06-27,8300000.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,11323.0,3,5,1,19
c:31435,biotech,operating,USA,CA,La Jolla,San Diego,,,,,,,,,,,,,,,,,,2005-12-23,30000000.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-05,10000001.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,3287.0,5,7,2,20
c:31455,medical,operating,USA,CA,Mountain View,SF Bay,,,,,,,,2007-08-13,25000000.0,,,3.0,,,,,,,,,,,,,,,,2011-08-03,41000000.0,,,4.0,,,,,,,,,,,2011-06-09,1999999.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,4383.0,2,3,2,19
c:31480,biotech,operating,USA,CA,Emeryville,SF Bay,,,,,,,,,,,,,,,,,,2005-10-31,5400000.0,,,1.0,,,,,,,,,,,2009-11-09,25000000.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,4383.0,7,4,3,18
c:31493,nanotech,operating,USA,CA,Los Angeles,Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-30,60500000.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,3287.0,2,3,4,11
c:31495,ecommerce,operating,USA,CA,Pleasanton,SF Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-05-24,20000000.0,,,4.0,2012-10-02,7501200.0,,,4.0,2013-07-09,45000000.0,,,1.0,2011-04-19,37000000.0,,,0.0,,,,,,2011-12-20,20000003.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,4018.0,7,4,3,22
c:31516,enterprise,operating,CAN,,Kitchener,Kitchener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-04,80000000.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,5479.0,1,1,1,2
c:31560,biotech,operating,USA,CA,San Carlos,SF Bay,,,,,,,,2005-05-11,16000000.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-28,2094341.0,,,2.0,2011-08-31,800000.0,,,0.0,,,,,,,,,,,,,,,,2011-09-15,16700000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,1,4,1,16
c:31711,biotech,acquired,USA,CA,San Diego,San Diego,,,,,,,2008-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-11-20,25000000.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,5844.0,6,2,1,12
c:31736,biotech,operating,USA,CA,Pleasanton,SF Bay,,,,,,,,2007-10-29,20300000.0,,,2.0,,,,,,,,,,,,,,,,2008-07-22,25124200.0,,,0.0,2010-06-03,25000000.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,3287.0,5,1,1,14
c:31774,manufacturing,operating,USA,CA,Fremont,SF Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-11-20,16500000.0,,,5.0,,,,,,2012-03-13,16200000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,5114.0,4,2,3,12
c:31804,software,operating,USA,FL,Miami,Miami,,,,,,,,2013-08-15,9000000.0,,,1.0,2010-10-04,5000000.0,,,0.0,2011-09-26,20100000.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,1822.0,7,1,2,8
c:31859,other,operating,USA,CA,Santa Clara,SF Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-05-11,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,2983.0,6,1,2,15
c:31865,biotech,acquired,USA,CA,Pleasanton,SF Bay,,,,,,,2013-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,2007-03-08,7000000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,5479.0,1,1,1,2
c:31880,cleantech,operating,USA,IL,Roselle,Chicago,,,,,,,,,,,,,,,,,,2007-04-25,3500000.0,,,1.0,,,,,,2013-11-24,55800000.0,,,4.0,,,,,,,,,,,2012-10-03,15000000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,3287.0,5,4,1,10
c:31909,games_video,closed,USA,CA,Palo Alto,SF Bay,,,,,,,,,,,,,,,,,,2011-04-22,2888664.0,,,0.0,2007-01-01,4190000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,2345.0,1,2,3,6
c:31936,biotech,acquired,USA,CA,San Jose,SF Bay,,,,,,,2009-06-01,,,,,,,,,,,,,,,,,,,,,2006-09-29,25000000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,5114.0,1,1,1,2
c:31965,biotech,acquired,USA,CA,Mountain View,SF Bay,,,,,,,2013-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-02-21,30000000.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,5479.0,7,2,1,15
c:32051,medical,operating,USA,CA,Mountain View,SF Bay,,,,,,,,2009-09-15,23700000.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2011-02-07,25900000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-05-24,32399995.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,3653.0,7,3,3,18
